article_id,title,section,snippet
3052,Las Vegas Ads' Winning Streak,Business,"Inspiration is an unruly beast. One day in late 2002, advertising copywriter Jason Hoff and his writing partner Jeff Candido were noodling with some concepts for a new tourism-promotion campaign for their client, the Las Vegas Convention and Visitors Authority. There was, decidedly, not much inspiration."
3053,"The Envelope, Please...",Business,RedEnvelope is still in the red. Do investors have something to cheer about?
3054,Pakistan and India hold talks to avert nuclear catastrophe,World,Pakistan and India have held talks on giving advance warning of ballistic missile tests and other steps to avert any dangerous misunderstanding.
3055,Apple Ships Security Patch For iChat (TechWeb),Sci/Tech,TechWeb - Apple Computer Inc. released a security patch for its Mac OS X iChat instant messaging client.
3056,Time Warner #39;s profit declines NATIONAL COMPANIES,Business,The world #39;s largest media company set aside a \$500 million reserve in anticipation of settling government investigations into its bookkeeping.
3057,Killer shark  #39;will be destroyed #39;,World,"A great white shark which killed a teenage surfer should be hunted down and destroyed, officials say. But the dead boy #39;s father has said he doesn #39;t want the creature to be killed."
3058,Interim assembly selected in Iraq,World,"BAGHDAD -- Taking a halting step toward a democratic government, Iraqi political and religious leaders selected an interim national assembly yesterday that includes representatives from many of the parties that control the current government."
3059,Loverly rivalry,Sports,"(October 21, 2004) - HENRIETTA -he rivalry between the Boston Red Sox and New York Yankees literally hits home with the Haggertys."
3060,"Stewart down, but not out",Sports,It was what every NASCAR NEXTEL Cup Series driver competing in the Chase for the Championship feared - a DNF (Did Not Finish). A poor finish with the accompanying
3061,Murdoch wins vote to shift News Corp to US,Business,Rupert Murdoch won hard fought shareholder approval on Tuesday to shift the corporate headquarters of his \$48 billion News Corp. Ltd.
3062,Insurers Use Satellite Data to Study Risk (AP),Sci/Tech,AP - Insurance companies are using satellites to identify homes at high risk of fire damage because of their proximity to brush #151; a development that alarms some state regulators and privacy advocates.
3063,DNA evidence in Kobe Bryant case may have been contaminated,Sports,The prosecution said it had found contamination in DNA quot;control quot; samples intended to guarantee that testing was accurate.
3064,Depor need another  quot;miracle quot; after Liverpool defeat,Sports,"Deportivo Coruna need a miracle to make the Champions League knockout stage after Wednesday #39;s 1-0 home defeat by Liverpool, the club #39;s president said Thursday."
3065,Myanmar releases 500 prisoners,World,"The Myanmar government released about 500 prisoners from the notorious Insein Prison Friday, witnesses said. There was no immediate word, however, on whether political detainees were among them."
3066,Journalist Breaks Into Queen's Scottish Palace,World,"LONDON (Reuters) - A journalist posing as a workman entered a private area of Queen Elizabeth's official Scottish residence in the latest breach of royal security, the newspaper behind the stunt said on Friday."
3067,Nokia gets a slice of BlackBerry pie,Sci/Tech,Finnish phone giant is the latest to make its devices compliant with Research In Motion's wireless e-mail service.
3068,Reports: AMR plans furloughs,Business,"AMR Corp. plans to furlough as many as 1,100 employees in Kansas City and St. Louis, according to published reports late Friday."
3069,UPDATE 2-Barrichello fires up the fans in Brazil,Sports,Ferrari #39;s Rubens Barrichello fired up his passionate home crowd on Friday with the fastest lap in practice for Sunday #39;s season-ending Brazilian Grand Prix.
3070,Disney Picks Sony Format for DVD #39;s of Its Films,Sci/Tech,"The Walt Disney Company and its home video division, Buena Vista Home Entertainment, said yesterday that they would release films in the next-generation high-definition DVD format being developed"
3071,Costco Target of Sex Bias Lawsuit,Business,"SAN FRANCISCO (Reuters) - Lawyers leading a record-setting sex discrimination case against Wal-Mart Stores said on Tuesday they filed a lawsuit against Costco Wholesale Corp. (COST.O: Quote, Profile, Research) , claiming the company kept women out of top ..."
3072,Bomb-hit British consulate opens,World,"Prince Charles has re-opened Britain #39;s Istanbul consulate, shattered by a suicide bombing less than a year ago. Seventeen people, including Consul General Roger Short"
3073,Japan to maintain troops in Iraq,World,"Japan has said it will keep its troops in Iraq, despite the beheading of a Japanese hostage by Islamic militants. Officials had earlier confirmed that a body found in Baghdad yesterday was that of Shosei Koda"
3074,India test-fires nuclear-capable ballistic missile (AFP),World,"AFP - India has successfully tested a naval version of its Prithvi-III nuclear-capable medium range ballistic missile, defence sources say."
3075,'Political Machine' Game Brings Politics to PC,Sci/Tech,"Political couch potatoes who can't get enough of the impending presidential election will find endless fun with ""The Political Machine."" This new PC game from Ubisoft pits you as a string-pulling presidential puppet master, aka the campaign manager."
3076,Markets extend rally as oil falls from high,Business,"Wall Street extended its fourth- quarter rally yesterday, supported by falling oil prices and a bullish assessment of the economy from a Federal Reserve official."
3077,Nortel: Nowhere To Go But Up,Business,"NEW YORK - It certainly sounds like bad news when a company fires seven executives for financial malfeasance, lays off 3,500 employees and advises investors that it expects sluggish market growth for the year."
3078,Sprinter Suspended Eight Years for Doping (AP),Sports,AP - Sprinter Michelle Collins was suspended for eight years for a doping violation linked to the BALCO scandal and will forfeit results that include 2003 indoor world and U.S. titles in the 200 meters.
3079,"100 beached whales, dolphins die on Australian island, official says (Canadian Press)",World,"Canadian Press - HOBART, Australia (AP) - About 100 whales and dolphins died after beaching on a southern Australian island Sunday and about 50 more were still at risk, a government official said."
3080,Bomb in Spain after ETA warning,World,"A small bomb exploded Saturday in northwestern Spain, causing no injuries, after a warning call was made in the name of the Basque separatist group"
3081,Zimbabweans left in the dark,Sports,"By a special correspondent in Harare. These were the words of an advertisement for the series between Zimbabwe and England, placed in the sports pages of Thursday morning #39;s Herald newspaper."
3082,New contract guarantees Tedford \$1.5M,Sports,"The bad news of Sunday at California will turn into good news Monday when the university announces that Golden Bear coach Jeff Tedford has agreed to a new five-year contract, a Pacific-10 Conference source said."
3083,News: Insecurity begins at home,Sci/Tech,Spyware is rife and virus infection commonplace yet many home users reckon they are safe from online threats.\
3084,"Oracle, PeopleSoft prepared for midnight offer deadline",Sci/Tech,"The midnight expiration of Oracle's tender offer for PeopleSoft shares will either end the software rivals' bitter, 17-month battle tonight -- or increase its ferocity."
3085,Cisco Systems Earnings Rise 29 Percent,Business,"CHICAGO (Reuters) - Cisco Systems Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CSCO.O target=/stocks/quickinfo/fullquote""&gt;CSCO.O&lt;/A&gt;, the biggest maker of equipment that directs data over the Internet, on Tuesday said quarterly earnings rose 29 percent on stronger demand for its networking gear."
3086,Afghans Prepare to Count Votes Despite Boycott,World,"KABUL (Reuters) - Afghanistan's historic presidential vote, which was held with great enthusiasm but ended in turmoil after most candidates announced a boycott, was mostly fair, independent observers said on Sunday."
3087,Yen Rises Vs Dollar Despite Japan Data,Business,"The yen advanced against the dollar on Friday, shrugging off weak third-quarter growth figures for Japan as market worries persisted about the huge US deficits."
3088,NCAA Game Summary - Wake Forest vs. Providence,Sports,"Wake improved to 6-1 in the Preseason NIT...The Demon Deacons beat George Washington on Monday in its first game as the No. 1 team...This was the first- ever meeting between the two schools. New York, NY (Sports"
3089,"New Sony PC Boasts 1,000 GB of Data Storage",Sci/Tech,"TOKYO (AP) -- Japan's Sony Corp. (SNE) will begin selling a computer and home-server system in Japan with 1,000 gigabytes of hard-drive storage - enough to record six TV channels for a week straight - the company said..."
3090,Sri Lanka cruise to win,Sports,Sri Lanka have virtually secured their place in the final of the Paktel Cup against Pakistan after easing to a comfortable seven-wicket victory over Zimbabwe on Saturday.
3091,Deadly Palestinian Mortar Fire Prompts Israel Raid,World,"Israeli troops raided a Gaza refugee camp Friday in retaliation for a deadly Palestinian mortar fire, sparking fighting that killed at least six Palestinians and wounded 24 Palestinians and an Israeli soldier."
